,content
1665,the cabinet noted that nhm has envisaged new initiatives in 2019 20 as
1666,pm pays last respects to bharat ratna lata mangeshkar in mumbai
1667,objectives to modernize the milk processing chilling plants including value addition
1668,india has done well in tackling the pandemic
1669,three projects completed this year as result of collaboration with the international partner countries were felicitated at the event
1670,to benefit estimated 30 crore children adolescents
1671,necbdc officials at the noney cluster
1672,law secretary informed that india is conducting the world largest vaccination program and helping other countries under neighbourhood first policy by distributing indigenous vaccines india proposes to increase its spending on healthcare in the next fiscal
1673,section 18 of the competition act 2002 permits cci to enter into any memorandum or arrangement with any agency of any foreign country for the purpose of discharging its duties or performing its functions under the act
1674,tmr for oxygen concentrators has resulted in consumer savingsrevised mrp effective from 9th june 2021
1675,this is how you give back to society
1676,dbt brite awards constitutes the following awards hosted by dbt
1677,joining me in this programme are my colleagues in union cabinet shri sadananda gowda ji shri mansukh mandaviya ji and shri anurag thakur ji chief minister of himachal pradesh shri jairam thakur ji chief minister of meghalaya shri conrad sangma ji deputy cm shri prestone tynsong ji deputy cm of gujarat nitin patel ji operators and beneficiaries of the jan aushadhi centres from all over the country doctors and my brothers and sisters
1678,in landmark achievement nearly 88 lakh 88 13 919 doses have been administered under the largest vaccination drive yesterday on the 16th of august 2021
1679,aggregate technical and commercial losses reduced from 21 to 20
1680,the webinar was presented by ms vineeta dixit and mr tejasbhai raval technology head sewa and airbnb it was proud moment when gauriben spoke about how hosting guests in her homestays has benefited her financially and technologically
1681,minister of electronics and information technology chairperson
1682,the building collapsed in mumbai killing many people
1683,the prime minister shri narendra modi has paid tributes to sardar patel on his punya tithi
1684,department of animal husbandry and dairying has been implementing national programme for dairy development with the objective to create dairy infrastructure for procurement processing and marketing of milk and milk products
1685,drdo celebrated the 63rd foundation day of its establishment it also paid tribute to dr apj abdul kalam
1686,for immediate assistance including medical passengers can make complaints on railmadad portal or through helpline number 139 integrated with national emergency no 112
1687,the number of cases of coronavirus in government schools in andhra pradesh will be reviewed after three weeks the government will distribute free ration to sex workers in the state
1688,gst revenues have crossed 1 lakh crores mark for the month of may despite the fact that most of the states have been under lockdown due to the pandemic smaller taxpayers with turnover less than 5 lacs have until the first week of july to file their tax returns
1689,the details of terms and conditions and the prescribedforma are available at the website www mines gov in under science technology guidelines for support to mining research or can be downloaded from the satyabhama portal
1690,shri pradhan is excited about the three day program of shiksha samagam
1691,today the demand for made in india medicines and surgical items has increased this is creating large number of employment opportunities 75 ayush medicines will be made available in janaushadhi centres
1692,india active caseload has reached 15 044
1693,india active caseload currently stands at 19 637
1694,government of india launched ayushman bharat digital mission
1695,the hcoi has introduced number of technological innovations in the haj pilgrimage process
1696,new provision has been introduced which makes it mandatory for the unit sale price of the commodity to be indicated on the packagethe number or unit or piece or pair or set or such other word which represents the quantity in the package shall be mentioned in the pre packed commodities
1697,the union government will supply 75 of the covid19 vaccines free of cost to states and uts
1698,the prime minister said that among the things that will drive india progress is next generation infrastructure
1699,shri mandaviya calls for exploring the possibility of recycling of dredging material
1700,pm shares highlights of 8 years of sushasan
1701,indian prime minister narendra modi and german chancellor angela scholz met in berlin
1702,the recent rs 20 lakh crore package given for aatmanirbhar bharat abhiyan is major step in this direction
1703,9 16 951 tests were conducted in the last 24 hours
1704,the hackathon consists of challenges that are posted as problem statements and are based on specific drug discovery topics which are open to the participants to solve
1705,suitable for rainfed irrigated under normal fertility conditions average green fodder yield 219q ha maturity 135 145 days resistant to lodging moderately resistant to leaf blight and root rot
1706,highlights of budget 2021 22 department of higher education
1707,awareness about use and abuse of oral contraceptives among indigenous tribes in wayand in kerala
1708,union minister dr jitendra singh says ministry of earth sciences has developed indigenous technology for conversion of sea water to potable water
1709,the ministry of social justice and empowerment has constructed shelter home for widows
1710,computerisation of defence land records with the use of raksha bhoomi software
1711,the government is promoting micro small and medium enterprises msmes as key pillar of india growth trajectory
1712,to take care of temporary mismatches in government account the reserve bank of india has fixed the ways and mean advances wma limit for h1 of fy 2022 23 at 1 50 000 crore
1713,in line with cbdt policy and commitment towards providing enhanced taxpayers services and reduce taxpayers grievances cbdt has issued revised instruction for constitution and functioning of local committees to deal with taxpayers grievances arising out of high pitched scrutiny assessment through no 225 101 2021 ita ii dated 23rd april 2022
1714,more than 79 lakh doses administered in the last 24 hours
1715,rubber hoses for lpg will have to conform to is 9573
1716,women empowerment indicators show considerable improvement
1717,the state ut wise details of total number of employment generated as self reported by the startups recognized by the dpiit as on 30th june 2022 is placed at annexure ii
1718,another important publication released by dr jitendra singh is climatological tables of observatories in india 1991 2020
1719,addressing the gathering through video conference shri prahlad singh patel remarked that the attempted invasion of 1947 was the first attack on the newly gained independence of india and the nation will never forget the contribution of the indian armed forces and local people who fought the invaders and played decisive role in turning them back
1720,statement 3 ur in per cent in cws in urban areas for persons of age 15 years and above
1721,surgeon vice admiral rajat datta takes over as director general armed forces medical services
1722,hassle free parking through technological innovations
1723,there are less than 1 lakh daily new cases of hiv aids being reported now
1724,some start ups in the agriculture and allied sectors have been selected for funding of sum of rs 86 crores
1725,90 cr worth of vaccine doses have been administered so far under nationwide vaccination drive
1726,in addition nccr is also providing technical support to state governments of kerala chellanam kollamkode poonthura varkala and shangumugham odisha ramayapatnam puri konark and pentha andhra pradesh vishakapatnam and goa for implementation of coastal protection measures at vulnerable stretches
1727,pm speaks to tamil nadu cm about heavy rainfall in parts of the state
1728,prime minister narendra modi wishes good wishes to rameshji and his team
1729,steps have been taken to cool down the recent increase in retail prices of tur and urad for the welfare of consumers and to augment supply of these pulses
1730,shri naidu has called for greater awareness among people on lifestyle diseases
1731,delhi has the highest number of new cases next is kerala with 7 007 cases and finally maharashtra with 4 907 cases
1732,lalthanngun o rfn gd late jerusiemthara
1733,there has been substantial improvement in the security situation in the north eastern states since 2014 there has been significant decline in insurgency incidents in last six years the decline trend will continue in the year 2020
1734,create equilibrium between social economic governance aspects through facilitative balanced progressive policy and regulatory framework
1735,the prime minister shri narendra modi will interact online with students teachers and parents all over the world during pariksha pe charcha 2021
1736,the vice president shri venkaiah naidu has stressed the importance of basic amenities like safe drinking water and sanitation
1737,netflix the crown is being premiered at film festival in india
1738,testing capacity substantially ramped up 40 cr tests total conducted
1739,english rendering of pm address at the national committee to commemorate azadi ka amrut mahotsav
1740,the members of this committee are as under
1741,bareilly is major tourist destination in the region of uttar pradesh it is also centre for furniture manufacturing and cotton cereal and sugar trading the airport will be able to accommodate commercial flights
1742,ott platforms are giving way to new way of watching films but the joy of watching movies on big screens will never end
1743,the union cabinet chaired by the prime minister shri narendra modi has approved memorandum of association moa by india for establishment of bay of bengal initiative for multi sectoral technical and economic cooperation bimstec technology transfer facility ttf was signed by the bimstec member countries at the 5th bimstec summit held at colombo sri lanka on 30th march 2022
1744,the government aims to provide minimum support price msp to all farmers of paddy and wheat in each state
1745,india fully determined to protect its maritime interests while it supports mandatesofunconvention on law of seas 1982
1746,the prime minister narendra modi government has taken some revolutionary and pragmatic decisions to boost scientific innovations
1747,there is need for runway extension at aurangabad airport
1748,the proposal will promote the growth of public wi fi networks in the country
1749,the india uae comprehensive economic partnership agreement cepa will be operationalized on may 1 2022
1750,since 2014 more than rs 5 500 crores has been sanctioned for development of infrastructure in tourism destinations chosen by states through swadesh darshan scheme
1751,i have been invited to inaugurate the arunachal pradesh legislative assembly library paper recycling unit and the auditorium
1752,the zonal level competition was seen live on the official facebook page youtube channel of vande bharatam along with the website vandebharatamnrityautsav in and mobile application
1753,
1754,the recovery rate in the country of covid 19 continues to improve total of 60 490 patients have so far recovered from the disease the case fatality rate in india has declined from 3 to 2 india has relatively low death rates
1755,while conserving their habitats which includes terrestrial inlandaquatic coastal and marine ecosystems
1756,the prime minister has praised drdo management of medical oxygen in the time of crisis since intervention india oxygen production capacity has increased more than 10 fold
1757,the centers identified in each state and the financial support extended includes
1758,no works pending under pmgsy due to lack of funds in up chhattisgarh and bihar
1759,the scheme has received over 2 million applications over 64 000 have been sanctioned and over 5 500 disbursed
1760,ii gold coins having gold content not below 99 and gold findings other than imports of such goods through post courier or baggage
1761,underwater remote operated vehicle by mdl which has completed laboratory trials commences its field evaluation trials at chennai today
1762,tdf scheme is executed by drdo under make in india initiative the scheme was launched in sep 2016
1763,assessment of climate change over indian region
1764,telephone conversation between prime ministers of india and the socialist republic of vietnam
1765,the panchayati raj institutions urban local bodies and ngos must be involved in augmenting the efforts of the government to provide comprehensive eye care services to people in the rural areas
1766,the responsibility for safety of dams lies with the dam owners dam owners carry out regular safety audits
1767,vanijyasaptah is celebrated during 21 26th september 2021 to reach out to members of industry exporters and association
1768,an otp will be sent to beneficiary registered mobile number
1769,the following measures have been taken to provide assistance to folk artists in view of the pandemic
1770,extending oilseed cultivation in nontraditional area
1771,rajeev chandrasekhar led international yoga day celebrations in pattadakal temple complex in karnataka
1772,ten of the injured were taken to the kolkata hospital for treatment
1773,ro ro ro pax service was inaugurated by prime minister
1774,this year india is celebrating 75 years of independence
1775,july 2 2022 as the last date for the withdrawal of candidatures and
1776,the world bank president praised india local initiatives like poshan asha and swachh bharat
1777,it was also decided that all reforminitiatives taken by the ministry of civil aviation and the organizations under it should proceed in time bound manner
1778,the road over umling la pass in ladakh has become the highest motorable road in the world
1779,under the production linked incentive scheme pli for it hardware notified on 03rd march 2021 total of 4 applications from foreign companies have been approved
1780,goa celebrates 19 december as its liberation day every year the diamond jubilee celebrations will be held at panaji on 19 december 2021 to mark 60 years of goa liberation celebrations were held in panaji prime minister narendra modi laid wreath at azad maidan
1781,ib is sending greetings to president of maldives
1782,julie sagar from bihar school wants to ask question to the prime minister
1783,the compensation for forest land diverted for non forest purposes must be compensated by equivalent non forest land
1784,trial of lhb economy class coaches has been successfully completed they will be inducted in all mail express trains running with lhb coaches
1785,the covid 19 pandemic has tested our nation strength and resilience mizoram has been among the hardest hit states but has managed to fight the pandemic effectively thanks to the efforts of its people
1786,neither subhash nn nor shreeram ravichandran can give further details
1787,the prime minister has stressed the need to integrate the contributions of different sections of the society into national efforts
1788,haj 2021 will depend on national international protocol guidelines due to pandemic position mukhtar abbas naqvi final decision regarding haj 2021 will be taken in due course keeping in view necessary guidelines to be issued by the saudi arabia government and the government of india in view of corona pandemic
1789,steel import monitoring system sims in order to enhance production through disseminating advance information regarding grades of the imports for enhancing investment and import substitution
1790,
1791,the vice president of india shri venkaiah naidu performed yoga and addressed the participants during the international yoga day celebrations
1792,sustained and collaborative efforts by the centre and the states uts continue the trend of less than 50 000 daily new cases that is being reported for 61 consecutive days now
1793,the president of india has appointed shri justice sudhanshu dhulia judge of the uttarakhand high court as the chief justice of the gauhati high court
1794,the scheme envisages four types of incentives
1795,the government of india in consultation with the reserve bank of india has decided to issue sovereign gold bonds in tranches as per the calendar specified below
1796,prime minister had telephonic conversation today with his highness sheikh sabah al khaled al hamad al sabah prime minister of the state of kuwait
1797,the union health minister and minister of state ministry of health and family welfare have launched several reports on tuberculosis
1798,prime minister also expressed the hope that the regional security dialogue would work to revive central asia traditions of moderation and progressive culture and counter extremist tendencies
1799,a system that brought heavy rains to andaman nicobar islands on 29th november and tamil nadu on 02nd and 03rd december brought heavy downpours
1800,vi subsequently based on the manufacturing plan and production the machines are allocated by the eci to various states districts for timely deployment and use
1801,shri modi congratulated iit students on their convocation he said that india is committed to provide ease of doing business to its youth
1802,union minister for information broadcasting shri anurag singh thakur has said that rapidly expanding digital infrastructure in the country and ongoing advancements taking place in the avgc animation visual effects gaming and comics sector have the potential to make india the preferred post production hub of the media and entertainment industry
1803,the president shri ram nath kovind leads the nation in celebrating constitution day today day celebrated in the central hall of parliament house
1804,tamil nadu chief minister flagged off seven of 33 vehicles launched for the jan andolan campaign
1805,37 mega food parks in 23 states uts approved
1806,covid 19 has destroyed normal life and disrupted economic activities but it is also an opportunity for hope change and promise of better future
1807,the session focused on the potential of msmes agro processing and handicrafts sectors so as to align with india export ambitions as articulated in the act east policy
1808,i am thankful to revered swami ji that got the opportunity to come among all of you and visit the holy place
1809,free one month tourist visa to 5 lakh tourists
1810,in cdri formative years we are grateful to have the leadership of the united kingdom
1811,the government is implementing several initiatives to improve quality of services
1812,the conference will begin on 6th may 2022
1813,the standard bidding guidelines for solar wind and hybrid projects provide for termination compensation in case of unilateral termination of power purchase agreement ppa they also provide for three tier payment security mechanism by way of letter of credit payment security fund and tri partite agreement
1814,the preliminary round of the quiz was conducted by the national testing agency top scorers will move to the state round
1815,the five covid positive hockey players housed in ncoe bengaluru are doing well
1816,ii the upper age limit for direct recruitment against the posts of professor and additional professor has been raised from 50 years to 58 years
1817,dr jitendra singh receives second consignment of covid related material for his lok sabha constituency of udhampur kathua doda
1818,shri mansukh mandaviya minister of state for shipping has taken part in the international seafarers day celebrations
1819,the central government raised more amount through dated securities during q4 of fy22 than in q4 in fy21 the weighted average yield of primary issuances hardened to 6 per cent from 6 per cent the maturity of new issuances was higher at 17 years in the q4 as compared to q3
1820,the government has approved the maritime investment bill 2017
1821,10 states uts account for 78 of the new confirmed cases
1822,inspections are being carried out during foggy weather to increase awareness and alertness among the maintenance staff
1823,on international women day union minister smriti irani reiterated the government commitment towards empowering women
1824,pm wishes president of maldives ibrahim mohamed solih successful surgery
1825,shri naqvi the minister of state for kashmir has announced that the entire population of jammu kashmir leh kargil and leh laddakh has been provided health insurance
1826,pradhan mantri kisan samman nidhi pm kisan scheme
1827,highlights of the spectrum auction
1828,comfort investments ii is specialpurpose vehicle incorporated in mauritius for the purposes of the proposed transaction
1829,in respect of goods and services where domestic capacity is not available importation should be limited to 2 3 years for indigenous manufacturing
1830,union home minister reviews border guarding arrangements at india pakistan and india bangladesh borders with bsf
1831,further revamped reforms based and results linked distribution sector scheme has been approved by ministry of power in july 2021 with an outlay of rs 3 758 crore for supporting discoms to undertake reforms and improve performance
1832,in first eight beaches of india recommended for the coveted blue flag international eco label
1833,more than 1 billion vaccine doses have been provided to states uts so far through govt of india free and direct state procurement categories
1834,every candidate who successfully completes the rpl camp gets rs 500 as reward money
1835,dr kalam is remembered for his contribution to the development of indian space and defence sector
1836,it has been stressed that local village community gram panchayats and or user groups need to be involved in planning implementation management operation and maintenance of water supply systems in villages to ensure long term sustainability
1837,the union minister kishan reddy attended the national launch ceremony of azadi ka amrit mahotsav se swarnim bharat ke ore via video conferencing
1838,assistant engineer grade 2 working supervisor
1839,the department of biotechnology is the nodal agency for coordinating national efforts in clean energy d and implementing various activities in close collaboration with dst and other line ministries
1840,total 13319 mt of oxygen delivered so far in 814 tankers and 208 oxygen expressesoxygen relief by oxygen expresses reaches out to 13 states namely uttarakhand karnataka maharashtra madhya pradesh andhra pradesh rajasthan tamil nadu haryana telangana punjab kerala delhi uttar pradesh614 mt of oxygen has been offloaded in maharashtra nearly 3338 mt in up 521 mt in mp 4110 mt in delhi 1619 mt in haryana 98 mt in rajasthan 714 mt in karnataka 320 mt in uttarakhand 649 mt in tamil nadu 292 mt in andhra pradesh 153 mt in punjab 118 mt in kerala and 772 mt in telangana
1841,nutritional support to children during corona period
1842,the case of the seizure of antique coins copper stamps seals silver kamarband and other antiquities from two foreign nationals travelling to hong kong was registered at delhi airport the remaining items were seized from house in the city
1843,for the first time the modi government is promoting agri start ups for youth in jammu and kashmir
1844,the prime minister of mauritius the director general of world health organization dr tedros adhanom ghebreyesus the chief minister of gujarat his cabinet colleagues dr sarbananda sonowal mansukh mandaviya shri munjpara mahendrabhai and other dignitaries are here
1845,the second edition of the quiz on indian culture organised by trifed and mygov will be held on april 2 2021 and will last till may 14 2021 50 winners will be awarded tribes india gift voucher
1846,the pre bid conference received wide participation and interest from bidders both in person and virtually with around 100 participants from about 20 companies
1847,the hybrid annuity model has been adopted by nmcg to focus on the performance based operations and monitoring of the stps developed within namami gange programme hyderabad is taking lead in awarding stps on this model
1848,shri p negi dg lbi expressed his enthusiasm on having met all the deadlines so far and on being able to continue to meet them going forward for the ambitious project of conducting the five labour related surveys this year the bureau will launch and complete five all india surveys on migrant workers domestic workers aqees employment generated by professionals and employment generated in transport sector
1849,rural outreach programmes in more than 85 villages in 23 states uts to create consumer awarenessquiz competition launched on mygov to raise awareness on consumer rights and initiatives undertaken by the department
1850,during the inaugural session of yojana special issue of government journal on issues relating to planning and development was released
1851,hospitalization more than 24 hours for serious injury is serious injury costing up to 2 lakh
1852,the central financial assistance cfa which was being provided under the above schemes when they were being implemented was as follows
1853,setting up facilities for evacuation transportation and treatment of sludge from septic tanks
1854,in this historic event 56905 aids and assistive devices were distributed to 26874 beneficiaries including divyangjan under adip and senior citizens under rashtriyavayoshri yojana
1855,shri nirmal singh sub inspector 80th bn pap jalandhar punjab 144005 is available at 971
1856,since the liberalized strategy has been implemented starting 1st may 2021 private hospitals in india have had to streamline the procurement of vaccine doses from the manufacturers before the government provided vaccines to private sectors
1857,137 shri lakshminarayana v deputy superintendent of police magadi sub division ramanagara distict karnataka 562120
1858,inspired by florence nightingale our hardworking nursing staff personify abundant compassion today we also reiterate our commitment to keep working for welfare of nurses and devote greater attention to opportunities in this field so that there is no shortage of caregivers the prime minister said
1859,next year the international year of millets will be celebrated under the leadership of india wfp and india will work together to promote nutritious cereals
1860,most of the coastal states are the best performers
1861,scientists have come up with water quality index wqi of the lower stretch of river ganga
1862,csir national aerospace laboratories nal has developed medium class bvlos multi copter uav for agricultural pesticide spraying crop monitoring mining survey magnetic geo survey mapping etc
1863,digital india awards reflect the overall vision of the government to empower citizens to achieve their aspirations and make india digital superpower president shri nath kovind we need to acknowledge that nearly 9 crore farmers are being given kisan maandhan at click of the button when we talk of digital india bridging the digital divide it minister shri ravi shankar prasad arogya setu and eoffice receive award under jury choice category
1864,there were 582 new cases 1432 recoveries and 4 deaths in telangana in the last 24 hours there were 174 cases from ghmc total cases in the state are 2 31 834 active cases 18 611 deaths 1311 discharging 2 11 912
1865,steps to stop illegal sand miningin rajasthan
1866,qci launches recognition scheme for hygiene rating audit agencies
1867,this information was given by raksha rajya mantri shri ajay bhatt in written reply to shri tn prathapan in lok sabha on april 01 2022
1868,daily recoveries continue to outnumber the daily new cases for the 33rdconsecutive day
1869,reduction of the carbon intensity of the economy by 45 per cent by 2030 over 2005 levels
1870,the study is based on the satellite data collected from 2001 to 2016the ais extended by about 550 in 2017 1470 in 2018 and 2200 in 2019the study clearly shows that the ais is losing its stability owing to the impact of downstream giant glacial drainage system over the past 19 years
1871,the clusters of artisans are supported by the ministry under scheme of fund for regeneration of traditional industries sfurti
1872,vice president venkaiah naidu has congratulated president kovind on his election as president
1873,the sgb will be for period of 8 years with an option of premature redemption after 5th year
1874,the secretary of the ministry of petroleum and natural gas said that india wants to have 15 share of gas in its energy basket
1875,government has announced mission poshan 2 to strengthen nutritional content delivery outreach and outcomes with focus on developing practices that nurture health wellness and immunity to disease and malnutrition
1876,the testing capacity across the country continues to be expanded
1877,m serum institute of india is conducting clinical trial of nanoparticle vaccine liquid covovax in 920 subjects aged 2 17 years
1878,1 decision on conversion of ofb into single defence public sector undertaking dpsu or as multiple dpsus
1879,the chairman of pmgsy has issued directions to the pmgsy and pwd to beautify the national highways
1880,since independence banks have played significant role in fuelling india economic growth the number of bank branches opened in year is comparable to the total number of branches at the time of independence banks have made their presence felt in most of the villages regulatory oversight of the reserve bank of india has brought greater stability to banking operations
1881,the convocation ceremony of yoga instructor certificates was held in the presence of the chief guest shri rajesh aggarwal secretary msde
1882,37 593 new cases reported in the last 24 hours
1883,kpcl is engaged as developer and operator of the deep water port at krishnapatnam andhra pradesh pursuant to the concession agreement on build operate share transfer basis with government of andhra pradesh for period of thirty years from the date of commercial operations and entitled for further period of 20 years two periods of 10 years each
1884,the vice chancellor of central agricultural university imphal dr prabhat kumar anupam mishra director of the institute and additional commissioner horticulture of the union ministry of agriculture and farmers welfare nk patle along with senior officials of central and state governments farmers and representatives of fpos and entrepreneurs attended the event
1885,dst cpr panjab university should make five year plan to enhance the activities of the centre and position itself as major policy research centre at the national level
1886,i am happy to note that harijan sevak sangh has planned number of webinars on gandhi in new era and vinoba ji to take their messages to the grass root level
1887,the east west shear zone now runs roughly along lat 19 across peninsular central india at 3 km above mean sea level and extends upto 5 km above
1888,further to increase the supply of biodiesel in the country omcs are regularly floating expression of interest eoi to encourage the production of biodiesel from used cooking oil
1889,cyclogenesis there is no probability of cyclogenesis over north indian ocean during week 1 and week 2
1890,the start date of procurement of pulses and oilseeds under the price support scheme pss may be decided by the respective states the procurement shall continue for 90 days from the date of commencement of the procurement
1891,there are various new schemes in this new budget which would further boost science and technology ecosystem in the country dr harsh vardhan
1892,lata mangeshkar died vice president venkaiah naidu expressed his profound grief on the passing away of the legendary singer
1893,the maximum trains were terminated in uttar pradesh bihar jharkhand madhya pradesh and odisha
1894,mentioning that more than 71 crore doses were administered in the country till september 6th 2021 he expressed his happiness that more than 50 per cent of the eligible people were vaccinated with at least single dose
1895,covid 19 vaccination update day 441
1896,drone survey technology is the latest survey methodology it reduces field time and survey costs to one tenth and capture of topographic data with drone is much faster than with land based methods however rural abadi area is not covered under svamitva
1897,no grant under kala sanskriti vikas yojana has been cancelled due to covid pandemic
1898,rajnath singh congratulated mp idsa on its 57th foundation day
1899,the departments will exchange data with bisag for updation of the national master plan
1900,the total length of state highways in the country as on 31 was 1 79 535 km
1901,the president has paid tribute to sri chaitanya mahaprabhu
1902,people in the north east now feel the government is at their door step as their ministers and officials are regularly visiting the region
1903,amendment in rule 96 of the cgst rules has been recommended to provide for transmission of such igst refund claims on the portal in system generated from form gst rfd 01 to the jurisdictional gst authorities for processing
1904,the indian institute of mass communication iimc has started the admission process for post graduate diploma courses of mass communication and journalism aspirants can apply online at from june 18 2022
1905,nep 2020 aims to integrate vocational education into mainstream education in all education institutions secondary schools will also collaborate with itis polytechnics local industry etc to create skill labs
1906,the honorarium paid by the government of india is not the only incentive given to indian workers states uts are also giving them monetary incentives
1907,emami paper mill ltd at balgopalpur dist balasore
1908,shri a siddiqui fisheries development commissioner fdc moderated the webinar
1909,shri rakesh kumar commander gd fhq ssb newdelhi is promoted
1910,during the second wave of covid 19 when cyclone was about to hit under the leadership of the prime minister modi it was ensured that there was no obstruction to movement of oxygen rail or no covid 19 patient lost life due to oxygen supply or electricity failure in disaster affected areas
1911,the indian government has issued notification to facilitate the issuance of international driving permit idp for indian citizens whose idp has expired while they are abroad
1912,the virus is going to be part of our lives for long time and it is important to take precautions
1913,fines of upto rs 500 will be imposed on people who wear face masks or cover in railway premises
1914,jncasr scientists devise adaptive model to estimate strategize critical resources in pandemic
1915,the ayush grid is an initiative aimed at bridging the digital gap in the ayush sector dac pune developed customised it course for ayush professionals the telemedicine programme was launched with dac on 1st november 2019 as pilot project in siddha system
1916,freight figures continue to maintain the high momentum in terms of earnings and loading during october 2021 for indian railways
1917,positive trends in nfhs 5 2019 20 in reducing deprivation in drinking water nfhs 4 2015 16 in yellow and nfhs 5 2019 20 in green
1918,the codex committee on spices and culinary herbs ccch was formed in 2013 with support of more than 100 countries
1919,india successfully contained the covid 19 virus
1920,upto 17 the government through its nodal agencies has procured 3 40 629 mt of moong urad tur gram groundnut pods and soyabean having msp value of rs 1 825 crores benefitting 1 91 247 farmers in tamil nadu karnataka andhra pradesh maharashtra gujarat uttar pradesh haryana and rajasthan under kharif 2020 21 rabi 2021
1921,the remaining 2 100 plus unincorporated local authorities ulas must notify their sup ban by 30th june 2022
1922,the chief commissioner and principal commissioner of the area organised children game
1923,the ugc has taken initiatives to expand access to online and open and distance leaning odl programmes in more heis to overcome language barrier being faced by students massive open online courses moocs are being translated in indian languages the ugc also offers financial assistance to different deprived sections of society
1924,an audio visual song by kailash kher to promote vaccination drive across the country was launched today by the petroleum and natural gas minister shri hardeep singh puri and health and family welfare minister mansukh mandaviya
1925,wings india 2020 the biennial civil aviation and aerospace event was launched today at begumpet airport in hyderabad
1926,17 mobile centres and testing labs approved
1927,indian navy initiative to assist countries in the indian ocean littoral states during covid 19 pandemic is being supported by mission sagar
1928,can parents be allowed to stay with covid 19 positive children
1929,the minister has ordered the officers and implementing agencies to expedite the works for completion of the phase 1 of the iicc project
1930,dgms ministry of labour employment goi intimated hcl about selection of national safety award mines 2017 winner 2018 runner both lifrm type 6 category forkolihanmine
1931,india active caseload is currently at 1 881
1932,community radio station radio sd 90 fm is operational since 2015
1933,the meteorological subdivisions received large excess and large deficit of monsoon rainfall during 2020
1934,railway freight records highest loading in 2020 and marks 9 increase in november compared to same period last year
1935,thrust laid on infrastructure investment to ensure multiplier effect fm sitharaman
1936,for more details contact tata arci res in director ariac in
1937,covid 19 virus causes rare encephalopathy called ane it can infect the brain and cause seizures and mental disorientation
1938,head of communications india emerging markets
1939,an d resource centre for facilitating d in medical device domain the services of which would be shared by the entities within the park
1940,he also lauded the daredevilry of lakshmi swaminathan who had had set up the rani of jhansi regiment in ina and came to be known as captain lakshmi sahgal
1941,in ancient india the values of resolve and silent resilience were enshrined in the ancient practices
1942,for more details please contact dr gangagni rao chief scientist csir iict hyderabad
1943,akhil bhartiya shiksha samagam at varanasi concludes with resolve to work collectively to transform india into an equitable and vibrant knowledge society
1944,iepf account to be used for refund of unclaimed dividends application monies due for refund and promotion of investors education awareness etc
1945,the digital mela being held in parallel has been extended till 10th july 2022
1946,a study conducted by the national productivity council npc says the application of soil health card recommendations has led to decline of 8 10 in use of chemical fertilizers and also raised productivity by 5 6
1947,digital vaccination certificates have been issued to 11 349 people who participated in the covishield and covaxin trials trials
1948,learning enhancement guidelines for continuous learning
1949,with an ambition to empower innovators and entrepreneurs across the country atal innovation mission aim niti aayog has come up with first of its kind vernacular innovation program vip which will enable innovators and entrepreneurs in india to have access to the innovation ecosystem in 22 scheduled languages by the government of india
1950,on international day of yoga raksha mantri exhorts people to practice yoga regularly to keep body mind healthy
1951,mansukh mandaviya minister in the concerned ministry will resolve any grievances or difficulties related to janaushadhi scheme in jammu and kashmir
1952,prime minister modi congratulated fiji pm on his birthday
1953,the scientists have done extensive research on the impact of aerosols and clouds on the solar energy potential over the indian region
1954,for the last one and half years the whole world has been facing the biggest ever pandemic in 100 years
1955,the experts working group will discuss and share their experiences practices and the role in countering corruption providing free legal aid and other related activities of the ministries of law and justice including firming up of agenda and joint statement of the justice ministers meeting
1956,the commemorative programs saw participation from ina veterans school students local communities and others making true embodiment of the idea of jan bhagidari
1957,the buddha purnima celebrations are being held through virtual congregation the event is being held in memory of the covid 19 pandemic victims and the frontline warriors
1958,recalling the ancient times when india was the leader in science and knowledge raksha mantri said that people are not aware of this glorious past because of long phase of slavery
1959,science policymakers stress the need for attracting youth towards science and cultivating innovative spirit
1960,food processing week organized by ministry of food processing industries under azadi ka amrit mahotsav
1961,resolving issues between the states in the northern region and between the center and states is very important for the development of the country and to strengthen the federal structure
1962,govt protects farmers interest through wheat exports restriction says apeda chairman
1963,marp credit allowed to be carried forward up to fifteenth assessment years instead of ten assessment years
1964,cumulatively 13 83 79 832 vaccine doses have been administered through 19 80 105 sessions
1965,prime minister dmitry medvedev called for an immediate cessation of violence in ukraine he called for diplomatic negotiations and dialogue
1966,this information was given by raksha rajya mantri shri ajay bhatt in written reply to shrimati nusrat jahan ruhi in lok sabha on april 01 2022
1967,chhattisgarh has more than 1 600 new cases of covid 19 and 39 more deaths the number of recovered patients rose to 1 32 168
1968,21 april day 2 thunderstorm with lightning hail gusty wind speed reaching 40 50 kmph very likely at isolated places over uttarakhand with lightning hail gusty wind speed reaching 30 40 kmph at isolated places over sub himalayan west bengal sikkim with lightning gusty wind speed reaching 30 40 kmph at isolated places over jammu kashmir ladakh gilgit baltistan muzaffarabad himachal pradesh punjab haryana chandigarh delhi uttar pradesh jharkhand and kerala mahe and with lightning at isolated places over east rajasthan vidarbha chhattisgarh bihar odisha coastal andhra pradesh yanam telangana and lakshadweep
1969,the fpi minister held meetings with the companies involved in food business in the uae it was proposed to set up fund for marketing support to launch indian products in uae super markets
